"group" "id" "x" "y" "phenotype1" "envi" "group_env" "new_group"
"710" 26 779 0.706279 0.994631 1.47486 -0.392995 -0.5 9
"19" 2 780 0.512336 0.604679 1.59582 1.01935 1 37
"189" 6 781 0.942228 0.976567 0.546867 -0.375014 -0.4 13
"458" 16 782 0.298112 0.473596 0.152243 0.402228 0.4 30
"874" 32 783 0.418606 0.961478 0.191803 0.301385 0.3 28
"115" 4 784 0.822216 0.23333 0.221406 0.30069 0.3 23
"948" 35 785 0.121007 0.826357 -0.496785 -0.491537 -0.5 10
"194" 6 786 0.929069 0.954298 -0.462883 -0.417801 -0.4 13
"77" 3 787 0.466043 0.0202964 1.45778 1.5892 1.6 39
"349" 10 788 0.230664 0.974366 0.650849 0.229376 0.2 22
"548" 20 789 0.85785 0.791367 -0.817948 -0.291788 -0.3 16
"995" 38 790 0.737594 0.357397 1.22416 0.584192 0.6 31
"616" 23 791 0.786923 0.731702 1.12099 0.236891 0.3 27
"729" 27 792 0.935713 0.780397 -0.286226 -0.75177 -0.7 4
"225" 7 793 0.275961 0.0112021 -0.44583 0.277825 0.2 21
"133" 4 794 0.812902 0.233863 1.22748 0.337486 0.3 23
"284" 9 795 0.419773 0.404864 5.9801 0.686535 0.7 32
"670" 25 796 0.0216796 0.973961 1.82838 -0.200223 -0.2 18
"158" 5 797 0.00579729 0.302746 -0.199117 -0.412929 -0.4 12
"644" 24 798 0.207826 0.209783 0.265014 -0.728221 -0.8 2
"668" 25 799 0.0207058 0.980159 0.0427217 -0.172804 -0.2 18
"730" 27 800 0.935556 0.776181 -0.830058 -0.75885 -0.7 4
"854" 31 801 0.616272 0.48775 0.408001 0.82947 0.8 35
"298" 9 802 0.434521 0.41516 1.18257 0.775102 0.7 32
"590" 22 803 0.976415 0.137913 -0.615689 -0.644122 -0.7 3
"576" 21 804 0.637626 0.140245 0.443771 0.887139 0.9 36
"763" 28 805 0.470491 0.798218 0.860528 0.717332 0.7 33
"713" 26 806 0.754939 0.984388 0.131867 -0.479018 -0.5 9
"353" 11 807 0.0333099 0.512818 -0.216402 -0.367239 -0.3 15
"793" 30 808 0.904397 0.0176579 0.0229434 -0.642085 -0.6 7
"43" 2 809 0.518586 0.599557 1.66382 1.00858 1 37
"410" 13 810 0.853946 0.41042 0.546502 0.0816036 0.1 20
"889" 33 811 0.139367 0.617903 -0.350113 -0.297164 -0.4 14
"343" 10 812 0.226208 0.969403 0.0297621 0.210853 0.2 22
"696" 26 813 0.742216 0.978741 -0.068259 -0.435979 -0.5 9
"837" 31 814 0.614588 0.511901 1.70267 0.829582 0.8 35
"311" 9 815 0.412403 0.404529 0.444207 0.650239 0.7 32
"955" 35 816 0.13943 0.836072 -0.300743 -0.385894 -0.5 10
"288" 9 817 0.412857 0.411799 -0.1048 0.667835 0.7 32
"358" 11 818 0.0370442 0.479482 0.729978 -0.324429 -0.3 15
"99" 3 819 0.468962 0.0197043 0.747726 1.61212 1.6 39
"770" 28 820 0.471796 0.795271 1.02297 0.728902 0.7 33
"787" 29 821 0.901654 0.479918 0.0420964 -0.203658 -0.2 19
"935" 34 822 0.970685 0.58356 -0.698135 -0.724442 -0.7 5
"705" 26 823 0.706929 0.999507 0.544229 -0.414159 -0.5 9
"820" 31 824 0.625469 0.472858 0.671972 0.807566 0.8 35
"424" 14 825 0.33306 0.264487 0.330823 -0.253232 -0.2 17
"328" 10 826 0.195708 0.993607 1.49779 0.20244 0.2 22
"703" 26 827 0.746657 0.991059 -0.489028 -0.49979 -0.5 9
"550" 20 828 0.859057 0.7909 -0.882371 -0.29832 -0.3 16
"79" 3 829 0.467168 0.022193 0.805651 1.59025 1.6 39
"114" 4 830 0.816389 0.232305 0.436721 0.321075 0.3 23
"154" 5 831 0.0261539 0.326025 0.454005 -0.424711 -0.4 12
"111" 4 832 0.818384 0.229126 -0.0830082 0.307134 0.3 23
"53" 3 833 0.463152 0.0180319 0.564152 1.57699 1.6 39
"848" 31 834 0.624322 0.501421 0.260063 0.810008 0.8 35
"871" 32 835 0.406641 0.964274 0.769993 0.294054 0.3 28
"979" 36 836 0.524162 0.290216 0.37196 0.987424 1 38
"394" 12 837 0.74173 0.011685 0.816827 0.358747 0.3 25
"271" 8 838 0.587949 0.895804 -0.287155 0.298215 0.3 24
"401" 13 839 0.857324 0.431723 0.617208 0.0482313 0.1 20
"384" 12 840 0.771753 0.038693 -0.679286 0.210544 0.3 25
"520" 19 841 0.0136242 0.151763 1.13692 -0.500334 -0.5 8
"428" 14 842 0.349962 0.256059 0.231382 -0.152671 -0.2 17
"738" 27 843 0.928197 0.770733 -0.704953 -0.722776 -0.7 4
"7" 1 844 0.589948 0.718782 0.941932 0.801882 0.8 34
"108" 4 845 0.848426 0.224358 -0.384015 0.179402 0.3 23
"608" 23 846 0.768893 0.732869 -0.049106 0.359714 0.3 27
"950" 35 847 0.114501 0.80738 0.42096 -0.583586 -0.5 10
"408" 13 848 0.854276 0.433136 0.712693 0.0607861 0.1 20
"461" 16 849 0.28857 0.46892 0.583305 0.347744 0.4 30
"533" 19 850 0.0241296 0.158935 -0.141006 -0.498204 -0.5 8
"760" 28 851 0.478658 0.805132 1.41085 0.726192 0.7 33
"477" 16 852 0.306035 0.460513 -0.682223 0.373986 0.4 30
"556" 21 853 0.639058 0.125493 0.654482 0.894958 0.9 36
"720" 27 854 0.936493 0.773706 -0.497017 -0.769382 -0.7 4
"507" 19 855 0.0157886 0.143984 0.586786 -0.505716 -0.5 8
"265" 8 856 0.599133 0.895748 0.769686 0.269841 0.3 24
"959" 36 857 0.53982 0.272318 0.59108 0.954796 1 38
"330" 10 858 0.20276 0.989275 1.18257 0.205371 0.2 22
"585" 21 859 0.64296 0.126814 -0.444891 0.878097 0.9 36
"688" 25 860 0.00816966 0.986228 1.55938 -0.167592 -0.2 18
"964" 36 861 0.532237 0.266798 0.132324 0.966386 1 38
"744" 28 862 0.471198 0.801648 0.75084 0.711211 0.7 33
"71" 3 863 0.466165 0.00506264 0.155492 1.64596 1.6 39
"367" 12 864 0.742094 0.00653095 0.436952 0.350968 0.3 25
"888" 33 865 0.138787 0.609966 -0.666101 -0.278152 -0.4 14
"826" 31 866 0.61937 0.486375 0.341235 0.82209 0.8 35
"949" 35 867 0.120513 0.833708 -0.462883 -0.468855 -0.5 10
"715" 26 868 0.724657 0.99346 1.49679 -0.443594 -0.5 9
"851" 31 869 0.611953 0.478203 1.22754 0.839271 0.8 35
"184" 6 870 0.948138 0.964687 0.138439 -0.40018 -0.4 13
"677" 25 871 0.0179253 0.974257 -0.51407 -0.206512 -0.2 18
"443" 15 872 0.344185 0.814582 1.27872 0.300142 0.3 26
"6" 1 873 0.583857 0.715501 -0.51407 0.815161 0.8 34
"331" 10 874 0.198613 0.99892 1.63952 0.219713 0.2 22
"92" 3 875 0.445867 0.0097975 -0.847343 1.48509 1.6 39
"630" 24 876 0.199693 0.227343 0.00775822 -0.77564 -0.8 2
"72" 3 877 0.43731 0.00693889 0.31167 1.43538 1.6 39
"397" 12 878 0.761766 0.00625249 0.631952 0.226344 0.3 25
"937" 35 879 0.137586 0.829764 0.152243 -0.412916 -0.5 10
"97" 3 880 0.457012 0.0191103 1.8009 1.52941 1.6 39
"407" 13 881 0.852054 0.416238 0.0127088 0.0850551 0.1 20
"106" 4 882 0.829887 0.22244 -0.418149 0.248422 0.3 23
"762" 28 883 0.475683 0.795534 0.106841 0.741206 0.7 33
"554" 21 884 0.631279 0.0928073 0.0658958 0.960526 0.9 36
"244" 7 885 0.265725 0.00346391 0.605939 0.239301 0.2 21
"411" 13 886 0.84922 0.414919 -0.0848763 0.0987303 0.1 20
"476" 16 887 0.281493 0.518749 0.30672 0.438433 0.4 30
"2" 1 888 0.605206 0.739453 -0.349174 0.764184 0.8 34
"218" 6 889 0.953368 0.967686 -0.544056 -0.392721 -0.4 13
"350" 10 890 0.200834 0.993195 0.197375 0.210637 0.2 22
"906" 33 891 0.137398 0.62403 -0.13051 -0.321912 -0.4 14
"86" 3 892 0.465108 0.0168101 1.42808 1.59536 1.6 39
"704" 26 893 0.753886 0.982778 -0.96114 -0.473238 -0.5 9
"609" 23 894 0.776969 0.730258 0.514031 0.305308 0.3 27
"183" 6 895 0.95886 0.97132 -0.444167 -0.382501 -0.4 13
"841" 31 896 0.635921 0.495561 0.598055 0.78268 0.8 35
"800" 30 897 0.869255 0.00704475 -0.764327 -0.451108 -0.6 7
"582" 21 898 0.644156 0.12331 0.631957 0.876087 0.9 36
"469" 16 899 0.296559 0.465187 0.212356 0.35952 0.4 30
"213" 6 900 0.94714 0.964331 -0.0639278 -0.400993 -0.4 13
"467" 16 901 0.288679 0.477616 0.12369 0.388118 0.4 30
"14" 1 902 0.607723 0.74824 -0.51407 0.756047 0.8 34
"370" 12 903 0.744795 0.0109696 0.791561 0.338898 0.3 25
"996" 38 904 0.736358 0.358567 0.989064 0.586269 0.6 31
"206" 6 905 0.96812 0.967778 -0.552711 -0.390971 -0.4 13
"322" 9 906 0.442783 0.428324 -0.107112 0.83331 0.7 32
"752" 28 907 0.467432 0.809039 0.147069 0.681393 0.7 33
"297" 9 908 0.418482 0.414512 1.10865 0.699658 0.7 32
"741" 27 909 0.931056 0.778882 -0.778871 -0.726507 -0.7 4
"222" 7 910 0.264446 0.000873551 -0.0788867 0.241642 0.2 21
"773" 28 911 0.470952 0.807521 0.218986 0.695987 0.7 33
"656" 24 912 0.202224 0.227251 0.298916 -0.779797 -0.8 2
"355" 11 913 0.0344599 0.49268 -0.173254 -0.323186 -0.3 15
"831" 31 914 0.631056 0.49182 0.845779 0.794368 0.8 35
"912" 34 915 0.951716 0.583159 -0.146691 -0.618376 -0.7 5
"634" 24 916 0.238794 0.258033 0.573826 -0.898487 -0.8 2
"902" 33 917 0.132942 0.642268 0.454862 -0.390597 -0.4 14
"745" 28 918 0.454458 0.803254 0.027894 0.653826 0.7 33
"875" 32 919 0.413532 0.973304 0.831576 0.283105 0.3 28
"604" 22 920 0.986049 0.141173 -0.0282437 -0.678786 -0.7 3
"562" 21 921 0.672317 0.11414 0.633061 0.763437 0.9 36
"453" 16 922 0.286833 0.506366 -0.129842 0.475094 0.4 30
"886" 32 923 0.41341 0.977662 0.311848 0.27695 0.3 28
"332" 10 924 0.218029 0.982614 0.0847582 0.220085 0.2 22
"603" 22 925 0.9538 0.144114 0.162363 -0.512308 -0.7 3
"264" 8 926 0.589862 0.906774 0.414622 0.256036 0.3 24
"808" 30 927 0.905208 0.0320955 0.422828 -0.605005 -0.6 7
"446" 15 928 0.3445 0.799089 0.133924 0.303488 0.3 26
"219" 6 929 0.953697 0.976138 -0.068259 -0.371619 -0.4 13
"171" 5 930 0.0131626 0.322435 -0.485112 -0.417668 -0.4 12
"691" 26 931 0.730239 0.995296 1.02792 -0.467793 -0.5 9
"207" 6 932 0.949071 0.970243 -0.254192 -0.387164 -0.4 13
"991" 37 933 0.0642835 0.00353743 0.585412 -0.447721 -0.5 11
"692" 26 934 0.748376 0.986627 -0.732037 -0.486633 -0.5 9
"117" 4 935 0.807477 0.226768 0.657223 0.345173 0.3 23
"859" 32 936 0.419231 0.977026 0.204137 0.278015 0.3 28
"345" 10 937 0.194038 0.990713 0.456731 0.192693 0.2 22
"299" 9 938 0.418282 0.413252 0.375137 0.696198 0.7 32
"709" 26 939 0.746163 0.981585 0.74171 -0.459283 -0.5 9
"140" 4 940 0.807804 0.233404 0.67384 0.35619 0.3 23
"657" 24 941 0.203196 0.207449 -0.590315 -0.713836 -0.8 2
"830" 31 942 0.613789 0.48406 0.360601 0.835207 0.8 35
"838" 31 943 0.635973 0.512831 0.794097 0.778327 0.8 35
"462" 16 944 0.322532 0.456626 -0.290319 0.420054 0.4 30
"513" 19 945 0.0241306 0.14875 -0.561109 -0.503055 -0.5 8
"869" 32 946 0.42117 0.949134 0.500497 0.321329 0.3 28
"721" 27 947 0.934992 0.785586 1.47992 -0.737669 -0.7 4
"196" 6 948 0.950534 0.967401 0.248165 -0.393688 -0.4 13
"398" 13 949 0.845799 0.419614 -0.733905 0.11009 0.1 20
"151" 5 950 0.0162448 0.326693 0.31167 -0.418712 -0.4 12
"234" 7 951 0.256328 0.000525895 1.13079 0.186046 0.2 21
"789" 29 952 0.889291 0.475916 0.0609452 -0.140989 -0.2 19
"845" 31 953 0.635224 0.471537 0.774944 0.784891 0.8 35
"371" 12 954 0.733702 0.0174135 -0.659988 0.413861 0.3 25
"966" 36 955 0.505527 0.284976 0.0759843 1.01883 1 38
"365" 11 956 0.0225792 0.487254 -0.371912 -0.361707 -0.3 15
"118" 4 957 0.815196 0.235213 0.377552 0.331297 0.3 23
"59" 3 958 0.46231 0.00581571 0.249419 1.61599 1.6 39
"312" 9 959 0.443413 0.435803 -0.0318211 0.847332 0.7 32
"517" 19 960 0.0117903 0.131131 0.124126 -0.515475 -0.5 8
"672" 25 961 0.00913608 0.983997 -0.181029 -0.176723 -0.2 18
"766" 28 962 0.466863 0.811016 0.391755 0.674927 0.7 33
"689" 25 963 0.0187337 0.958116 -0.812773 -0.281906 -0.2 18
"38" 2 964 0.514736 0.602726 0.994015 1.01522 1 37
"960" 36 965 0.520699 0.265082 0.949049 0.985658 1 38
"67" 3 966 0.466807 0.0232936 1.07843 1.58364 1.6 39
"52" 2 967 0.519205 0.613447 -0.181029 0.999355 1 37
"772" 28 968 0.456698 0.798175 0.284167 0.672134 0.7 33
"321" 9 969 0.413814 0.412274 5.55023 0.673318 0.7 32
"894" 33 970 0.141991 0.626998 -0.732037 -0.310613 -0.4 14
"951" 35 971 0.106509 0.809428 0.729978 -0.611176 -0.5 10
"700" 26 972 0.747245 0.984782 -0.229361 -0.475661 -0.5 9
"722" 27 973 0.93013 0.780271 0.671972 -0.718513 -0.7 4
"362" 11 974 0.0349171 0.503395 -0.0732096 -0.328915 -0.3 15
"148" 5 975 0.0179449 0.322006 -0.494162 -0.420982 -0.4 12
"9" 1 976 0.636573 0.738352 0.724695 0.704784 0.8 34
"181" 6 977 0.960387 0.976726 -0.418149 -0.367514 -0.4 13
"228" 7 978 0.267473 0.0124162 -0.417917 0.212467 0.2 21
"584" 21 979 0.626583 0.127015 1.35264 0.943675 0.9 36
"531" 19 980 0.0231155 0.138555 1.27872 -0.50808 -0.5 8
"527" 19 981 0.00882834 0.135562 0.868014 -0.512856 -0.5 8
"172" 5 982 0.00918174 0.298974 -0.188721 -0.416969 -0.4 12
"519" 19 983 0.0240948 0.138635 0.763671 -0.50788 -0.5 8
"354" 11 984 0.033737 0.51192 -0.796156 -0.362668 -0.3 15
"865" 32 985 0.405874 0.987867 0.30122 0.263833 0.3 28
"622" 24 986 0.200854 0.232467 -0.496785 -0.794938 -0.8 2
"147" 5 987 0.00389436 0.298945 -0.0161333 -0.410711 -0.4 12
"274" 8 988 0.608008 0.900549 0.564152 0.230449 0.3 24
"716" 26 989 0.734465 0.992324 0.943893 -0.46844 -0.5 9
"566" 21 990 0.631558 0.118315 -0.600114 0.93274 0.9 36
"537" 20 991 0.872811 0.803062 0.357416 -0.377784 -0.3 16
"543" 20 992 0.850778 0.799489 0.233735 -0.258872 -0.3 16
"697" 26 993 0.735221 0.982855 -0.0211934 -0.43218 -0.5 9
"999" 39 994 0.779117 0.561574 0.850823 0.346687 0.3 29
"698" 26 995 0.74662 0.996902 -0.0512057 -0.523759 -0.5 9
"283" 9 996 0.37808 0.439408 -0.310329 0.582398 0.7 32
"791" 30 997 0.874392 0.0207749 0.455967 -0.448117 -0.6 7
"833" 31 998 0.636637 0.507302 1.86814 0.778515 0.8 35
"665" 25 999 0.0125114 0.979699 0.282067 -0.191154 -0.2 18
